sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,315,34,937,-4,-62,-4
1,331,34,926,-8,59,-101
2,320,41,913,-17,-16,-47
3,328,35,947,0,123,-98
4,344,44,962,12,147,-84
5,346,59,965,26,117,-90
6,346,55,957,24,88,-115
7,349,52,976,37,63,-84
8,350,70,973,35,35,-57
9,334,63,966,-15,16,-45
10,337,41,971,-76,45,20
11,338,37,932,-62,12,-10
12,317,42,964,-90,57,24
13,329,34,967,-125,68,10
14,329,36,971,-164,88,4
15,330,30,970,-172,92,14
16,319,28,957,-158,82,24
17,330,39,973,-103,70,25
18,329,39,964,-53,70,-8
19,337,27,971,-21,51,-25
20,329,29,968,0,41,-25
21,339,22,969,-19,35,-35
22,342,30,964,-62,22,-57
23,342,33,962,-109,6,-80
24,321,38,993,-99,22,-109
25,319,59,986,-53,47,-117
26,341,59,998,-4,65,-88
27,338,56,1005,26,76,-68
28,338,62,988,22,47,-62
29,337,37,982,0,2,-37
30,329,30,981,-56,-21,-23
31,321,36,955,-121,-27,-18
32,308,38,950,-152,4,-18
33,301,46,961,-152,45,-14
34,315,49,980,-109,67,-2
35,329,48,976,-80,45,2
36,331,39,973,-62,0,4
37,332,40,978,-35,-31,2
38,321,36,964,-2,-64,-6
39,311,34,951,6,-80,-18
40,300,26,946,14,-62,-29
41,305,37,954,4,-21,-53
42,308,42,972,24,24,-64
43,317,51,963,55,65,-84
44,325,49,969,67,98,-80
45,339,53,981,61,76,-45
46,321,51,974,33,16,8
47,308,35,955,10,-19,31
48,305,36,950,26,-14,18
49,304,21,932,29,16,-4
50,298,18,962,29,43,-23
51,311,28,965,16,49,-55
52,308,27,982,8,49,-72
53,327,22,997,8,39,-80
54,327,20,993,-19,0,-94
55,323,18,988,-64,-49,-90
56,322,20,983,-115,-103,-74
57,320,30,952,-170,-146,-57
58,314,37,938,-177,-150,-39
59,305,50,955,-158,-113,-49
60,307,52,940,-129,-35,-74
61,315,53,957,-84,33,-88
62,323,42,958,-4,74,-47
63,336,47,972,45,86,-29
64,340,37,991,55,63,-41
65,347,33,1006,37,24,-29
66,339,35,973,18,-16,-14
67,336,28,985,-9,-47,-35
68,334,37,969,-47,-53,-43
69,325,35,972,-47,-45,-16
70,321,20,956,-33,-14,-16
71,336,18,946,-9,10,-10
72,324,17,956,-39,-17,-53
73,340,30,965,-47,10,-86
74,347,25,949,-72,12,-76
75,336,47,947,-123,-23,-43
76,344,44,946,-134,-58,8
77,337,29,963,-113,-70,27
78,332,24,952,-68,-76,23
79,332,14,938,-52,-62,-10
80,336,17,943,-58,-53,-25
81,334,13,922,-80,-39,-39
82,331,-5,922,-95,-45,-55
83,333,8,918,-131,-39,-55
84,333,15,894,-158,4,-66
85,334,13,892,-162,51,-96
86,339,24,909,-156,67,-121
87,342,31,904,-146,49,-131
88,328,42,913,-144,12,-117
89,321,41,908,-152,-35,-103
90,316,51,908,-131,-41,-107
91,327,62,908,-64,18,-127
92,316,64,916,8,109,-135
93,331,56,943,53,170,-111
94,322,46,936,37,197,-86
95,336,40,927,-13,180,-57
96,328,38,926,-52,156,-29
97,317,30,913,-74,156,-27
98,337,36,900,-95,164,-61
99,332,33,896,-127,156,-55
100,332,31,895,-168,143,-43
101,332,20,880,-238,119,-31
102,320,10,855,-349,70,12
103,306,-22,805,-513,10,41
104,293,-61,748,-691,-80,86
105,270,-106,687,-943,-201,184
106,215,-133,590,-1343,-371,283
107,160,-139,480,-1926,-549,447
108,180,-164,327,-2556,-871,672
109,193,-106,195,-3025,-996,760
110,107,-71,67,-2959,-830,539
111,30,-63,-28,-2013,-570,80
112,-7,-39,-91,-588,-193,-412
113,-32,-30,-128,752,270,-830
114,-76,-31,-143,1633,703,-1070
115,-118,-51,-161,1948,1078,-1135
116,-163,-107,-168,1762,1358,-1049
117,-180,-143,-218,1149,1529,-894
118,-216,-161,-271,184,1619,-818
119,-221,-109,-327,-1006,1668,-918
120,-180,29,-346,-2222,1848,-1164
121,-210,235,-353,-3146,2291,-1412
122,-307,458,-297,-3302,2965,-1559
123,-426,734,-146,-2426,3838,-1539
124,-548,913,87,-644,4879,-1207
125,-613,965,413,1623,5940,-592
126,-645,905,774,3707,7008,-12
127,-646,766,1280,5157,7809,289
128,-530,695,1874,5737,7947,22
129,-392,720,2048,5258,7430,-228
130,-272,789,2048,3473,6096,18
131,-276,832,2048,987,4322,867
132,-408,792,2048,-1070,3318,2025
133,-413,696,2048,-2211,3059,2938
134,-397,634,2048,-2299,3430,3205
135,-405,612,2048,-1476,3858,3037
136,-409,620,2048,-211,4076,2701
137,-391,505,2048,797,3973,2397
138,-278,401,2048,1457,3463,2047
139,-194,378,2048,1699,2621,1707
140,-145,419,2048,1776,1621,1625
141,-149,454,2048,1641,791,1844
142,-178,430,2048,1373,250,2244
143,-145,415,2048,1022,-115,2656
144,-118,362,2048,668,-367,2861
145,-111,322,2048,625,-557,2918
146,-116,274,2048,811,-721,2941
147,-144,242,2048,1073,-742,2879
148,-166,163,2048,1268,-664,2816
149,-219,108,2048,1354,-666,2816
150,-206,25,2048,1323,-849,2830
151,-130,1,2048,1149,-1244,2801
152,-118,-36,2048,963,-2008,2789
153,-165,-109,2048,818,-2871,2897
154,-208,-255,2048,686,-3496,3024
155,-236,-395,2048,430,-3926,3137
156,-280,-546,2048,61,-4351,3102
157,-295,-647,2048,-291,-4877,2936
158,-328,-658,1900,-523,-5320,2684
159,-363,-628,1695,-693,-5576,2297
160,-406,-598,1490,-795,-5676,1885
161,-426,-593,1299,-779,-5613,1545
162,-417,-565,1130,-713,-5449,1152
163,-391,-542,967,-721,-5301,768
164,-368,-506,813,-758,-5203,484
165,-348,-460,716,-746,-5121,240
166,-314,-411,622,-701,-5004,-6
167,-266,-348,552,-596,-4861,-166
168,-229,-321,498,-418,-4781,-285
169,-193,-266,471,-254,-4777,-445
170,-133,-222,448,-236,-4723,-555
171,-111,-169,412,-287,-4623,-592
172,-81,-92,349,-410,-4494,-582
173,-67,-32,263,-533,-4318,-605
174,-38,-3,188,-584,-4064,-596
175,-27,9,64,-562,-3707,-529
176,6,21,-24,-525,-3271,-498
177,53,33,-80,-549,-2828,-498
178,96,102,-147,-471,-2558,-451
179,143,141,-228,-287,-2348,-312
180,185,126,-285,-103,-2125,-156
181,216,87,-302,113,-1922,-39
182,236,70,-340,293,-1730,-21
183,245,80,-368,414,-1494,-86
184,270,91,-362,574,-1154,-225
185,282,127,-299,742,-758,-359
186,308,189,-257,801,-285,-463
187,325,244,-186,799,207,-543
188,333,286,-89,723,647,-560
189,397,332,10,670,1031,-488
190,446,347,122,707,1283,-424
191,468,375,215,836,1332,-373
192,473,345,340,914,1350,-228
193,486,283,488,899,1361,-23
194,544,242,640,838,1234,45
195,573,249,711,693,1000,-59
196,546,282,771,524,707,-193
197,485,292,840,346,504,-334
198,455,334,868,82,486,-402
199,487,363,877,-195,582,-310
200,497,364,868,-324,598,-141
201,512,365,855,-264,568,18
202,497,367,854,-101,568,47
203,478,348,844,94,662,104
204,486,305,864,252,824,197
205,483,277,891,320,1047,227
206,470,267,951,297,1252,201
207,459,213,1029,227,1326,168
208,466,188,1103,160,1260,154
209,487,186,1110,45,1149,92
210,480,190,1144,-162,942,29
211,473,204,1141,-355,641,55
212,455,208,1121,-469,340,133
213,453,202,1089,-504,123,164
214,450,188,1038,-428,22,125
215,448,194,987,-324,-23,106
216,445,176,964,-273,-41,182
217,440,160,934,-238,-37,283
218,422,140,896,-185,2,354
219,433,111,897,-139,76,375
220,427,114,885,-107,164,342
221,431,132,893,-135,272,281
222,439,132,924,-189,354,262
223,449,142,948,-146,361,227
224,436,140,946,-55,287,145
225,439,142,933,74,227,47
226,438,151,932,186,186,-64
227,436,141,919,276,141,-105
228,432,130,940,307,111,-49
229,431,141,937,258,104,-31
230,448,157,916,166,100,-18
231,447,183,931,45,39,98
232,449,198,918,-66,-68,227
233,447,214,894,-174,-193,272
234,443,238,890,-236,-264,297
235,423,235,857,-252,-279,330
236,413,212,848,-211,-217,322
237,402,192,837,-146,-53,207
238,418,152,822,-51,127,76
239,434,132,839,55,248,20
240,439,120,875,156,313,-62
241,427,109,887,213,340,-205
242,443,121,927,184,359,-357
243,442,153,952,70,389,-439
244,441,191,977,-62,350,-406
245,455,236,977,-168,242,-285
246,455,254,984,-205,111,-94
247,443,231,955,-189,-14,78
248,429,200,923,-101,-98,152
249,438,187,904,2,-141,152
250,425,168,903,88,-119,94
251,425,154,891,152,-17,-27
252,433,156,902,164,84,-150
253,436,158,901,68,174,-180
254,422,164,934,-80,231,-166
255,446,174,931,-234,272,-168
256,460,181,949,-381,248,-164
257,457,217,948,-445,166,-152
258,448,231,942,-426,70,-101
259,443,217,913,-293,-14,-17
260,441,214,933,-98,-45,61
261,438,203,913,86,-55,84
262,431,172,892,236,-84,59
263,426,158,875,324,-88,57
264,429,151,875,307,-45,66
265,429,129,871,190,-10,55
266,433,141,868,23,2,33
267,441,154,883,-133,10,10
268,430,161,874,-232,47,-2
269,438,181,895,-223,98,-6
270,432,186,892,-129,96,12
271,437,191,894,-12,63,-2
272,427,179,911,72,57,-29
273,423,153,885,125,65,10
274,425,130,897,147,84,65
275,430,118,911,147,115,59
276,429,90,889,137,141,18
277,433,80,918,113,168,-25
278,429,70,919,45,176,-66
279,424,61,936,-74,182,-90
280,440,57,949,-193,197,-121
281,447,65,951,-303,197,-193
282,449,64,976,-394,147,-291
283,438,91,980,-420,53,-346
284,424,104,967,-373,-21,-357
285,433,104,976,-260,-45,-361
286,434,113,979,-100,-45,-400
